Weekday,Day_of_week,Ride_Date,started_on,completed_on,start_lat,start_long,end_lat,end_long
0,7,1/15/2017,2017-01-15 19:44:10-06:00,2017-01-15 19:51:07-06:00,30.282,-97.74,30.265,-97.743
0,7,1/15/2017,2017-01-15 19:44:14-06:00,2017-01-15 19:50:29-06:00,30.281,-97.735,30.29,-97.751
0,7,1/15/2017,2017-01-15 19:44:18-06:00,2017-01-15 19:50:20-06:00,30.266,-97.738,30.259,-97.73
0,7,1/15/2017,2017-01-15 19:44:26-06:00,2017-01-15 19:56:02-06:00,30.24,-97.751,30.283,-97.746
0,7,1/15/2017,2017-01-15 19:44:31-06:00,2017-01-15 19:52:15-06:00,30.267,-97.736,30.265,-97.763
0,7,1/15/2017,2017-01-15 19:44:31-06:00,2017-01-15 19:52:08-06:00,30.24,-97.718,30.256,-97.746
0,7,1/15/2017,2017-01-15 19:44:32-06:00,2017-01-15 19:58:26-06:00,30.264,-97.763,30.25,-97.878
0,7,1/15/2017,2017-01-15 19:44:37-06:00,2017-01-15 19:59:58-06:00,30.197,-97.666,30.291,-97.712
0,7,1/15/2017,2017-01-15 19:44:48-06:00,2017-01-15 19:53:51-06:00,30.285,-97.743,30.263,-97.763
0,7,1/15/2017,2017-01-15 19:45:00-06:00,2017-01-15 19:55:12-06:00,30.242,-97.751,30.197,-97.767
0,7,1/15/2017,2017-01-15 19:45:10-06:00,2017-01-15 19:50:13-06:00,30.25,-97.755,30.269,-97.741
0,7,1/15/2017,2017-01-15 19:45:11-06:00,2017-01-15 19:51:09-06:00,30.239,-97.755,30.23,-97.77
0,7,1/15/2017,2017-01-15 19:45:23-06:00,2017-01-15 19:54:29-06:00,30.267,-97.74,30.256,-97.763
0,7,1/15/2017,2017-01-15 19:45:23-06:00,2017-01-15 19:55:31-06:00,30.266,-97.738,30.224,-97.767
0,7,1/15/2017,2017-01-15 19:45:38-06:00,2017-01-15 20:04:42-06:00,30.195,-97.794,30.268,-97.752
0,7,1/15/2017,2017-01-15 19:45:43-06:00,2017-01-15 19:58:32-06:00,30.321,-97.729,30.264,-97.743
0,7,1/15/2017,2017-01-15 19:45:58-06:00,2017-01-15 19:49:37-06:00,30.26,-97.739,30.255,-97.735
0,7,1/15/2017,2017-01-15 19:46:02-06:00,2017-01-15 19:51:46-06:00,30.259,-97.748,30.265,-97.748
0,7,1/15/2017,2017-01-15 19:46:05-06:00,2017-01-15 19:54:38-06:00,30.257,-97.739,30.24,-97.757
0,7,1/15/2017,2017-01-15 19:46:06-06:00,2017-01-15 20:05:13-06:00,30.283,-97.687,30.275,-97.8
0,7,1/15/2017,2017-01-15 19:46:13-06:00,2017-01-15 19:54:19-06:00,30.257,-97.752,30.248,-97.771
0,7,1/15/2017,2017-01-15 19:46:27-06:00,2017-01-15 19:53:01-06:00,30.291,-97.746,30.281,-97.759
0,7,1/15/2017,2017-01-15 19:46:28-06:00,2017-01-15 19:54:36-06:00,30.261,-97.738,30.28,-97.747
0,7,1/15/2017,2017-01-15 19:46:34-06:00,2017-01-15 19:57:42-06:00,30.258,-97.739,30.246,-97.751
0,7,1/15/2017,2017-01-15 19:46:35-06:00,2017-01-15 19:57:32-06:00,30.264,-97.742,30.292,-97.739
0,7,1/15/2017,2017-01-15 19:46:36-06:00,2017-01-15 19:55:49-06:00,30.27,-97.75,30.254,-97.747
0,7,1/15/2017,2017-01-15 19:46:47-06:00,2017-01-15 20:09:28-06:00,30.201,-97.671,30.283,-97.741
0,7,1/15/2017,2017-01-15 19:46:57-06:00,2017-01-15 20:04:45-06:00,30.197,-97.666,30.257,-97.76
0,7,1/15/2017,2017-01-15 19:47:00-06:00,2017-01-15 19:56:26-06:00,30.259,-97.748,30.224,-97.727
0,7,1/15/2017,2017-01-15 19:47:06-06:00,2017-01-15 20:01:42-06:00,30.203,-97.667,30.27,-97.732
0,7,1/15/2017,2017-01-15 19:47:06-06:00,2017-01-15 19:58:01-06:00,30.258,-97.76,30.265,-97.72
0,7,1/15/2017,2017-01-15 19:47:12-06:00,2017-01-15 19:53:51-06:00,30.29,-97.759,30.27,-97.749
0,7,1/15/2017,2017-01-15 19:47:19-06:00,2017-01-15 19:59:33-06:00,30.258,-97.76,30.282,-97.74
0,7,1/15/2017,2017-01-15 19:47:29-06:00,2017-01-15 19:57:19-06:00,30.285,-97.743,30.263,-97.763
0,7,1/15/2017,2017-01-15 19:47:31-06:00,2017-01-15 20:02:10-06:00,30.265,-97.732,30.203,-97.667
0,7,1/15/2017,2017-01-15 19:47:46-06:00,2017-01-15 19:55:00-06:00,30.282,-97.74,30.265,-97.744
0,7,1/15/2017,2017-01-15 19:47:47-06:00,2017-01-15 20:02:11-06:00,30.285,-97.742,30.289,-97.782
0,7,1/15/2017,2017-01-15 19:47:50-06:00,2017-01-15 19:58:41-06:00,30.303,-97.722,30.293,-97.741
0,7,1/15/2017,2017-01-15 19:47:54-06:00,2017-01-15 19:56:11-06:00,30.261,-97.738,30.257,-97.76
0,7,1/15/2017,2017-01-15 19:48:06-06:00,2017-01-15 19:55:29-06:00,30.257,-97.771,30.262,-97.789
0,7,1/15/2017,2017-01-15 19:48:09-06:00,2017-01-15 19:54:59-06:00,30.29,-97.74,30.271,-97.749
0,7,1/15/2017,2017-01-15 19:48:35-06:00,2017-01-15 19:57:00-06:00,30.245,-97.757,30.24,-97.789
0,7,1/15/2017,2017-01-15 19:48:47-06:00,2017-01-15 20:09:27-06:00,30.201,-97.667,30.288,-97.772
0,7,1/15/2017,2017-01-15 19:48:49-06:00,2017-01-15 19:55:47-06:00,30.224,-97.746,30.267,-97.739
0,7,1/15/2017,2017-01-15 19:48:57-06:00,2017-01-15 20:07:20-06:00,30.403,-97.726,30.497,-97.776
0,7,1/15/2017,2017-01-15 19:48:58-06:00,2017-01-15 20:04:00-06:00,30.27,-97.75,30.226,-97.862
0,7,1/15/2017,2017-01-15 19:49:05-06:00,2017-01-15 19:56:50-06:00,30.279,-97.772,30.264,-97.744
0,7,1/15/2017,2017-01-15 19:49:12-06:00,2017-01-15 19:56:00-06:00,30.279,-97.772,30.264,-97.743
0,7,1/15/2017,2017-01-15 19:49:43-06:00,2017-01-15 20:02:44-06:00,30.329,-97.74,30.258,-97.739
0,7,1/15/2017,2017-01-15 19:50:06-06:00,2017-01-15 19:57:39-06:00,30.26,-97.738,30.249,-97.75
0,7,1/15/2017,2017-01-15 19:50:08-06:00,2017-01-15 19:58:01-06:00,30.26,-97.738,30.249,-97.75
0,7,1/15/2017,2017-01-15 19:50:15-06:00,2017-01-15 19:57:38-06:00,30.27,-97.75,30.256,-97.738
0,7,1/15/2017,2017-01-15 19:50:21-06:00,2017-01-15 20:03:08-06:00,30.202,-97.667,30.252,-97.724
0,7,1/15/2017,2017-01-15 19:50:26-06:00,2017-01-15 19:57:03-06:00,30.259,-97.738,30.266,-97.734
0,7,1/15/2017,2017-01-15 19:50:34-06:00,2017-01-15 20:04:08-06:00,30.284,-97.749,30.229,-97.755
0,7,1/15/2017,2017-01-15 19:50:59-06:00,2017-01-15 19:56:06-06:00,30.27,-97.734,30.262,-97.722
0,7,1/15/2017,2017-01-15 19:51:21-06:00,2017-01-15 20:02:38-06:00,30.269,-97.74,30.252,-97.698
0,7,1/15/2017,2017-01-15 19:51:26-06:00,2017-01-15 20:04:35-06:00,30.269,-97.746,30.318,-97.729
0,7,1/15/2017,2017-01-15 19:51:31-06:00,2017-01-15 20:08:10-06:00,30.233,-97.731,30.211,-97.821
0,7,1/15/2017,2017-01-15 19:51:34-06:00,2017-01-15 20:01:00-06:00,30.282,-97.736,30.264,-97.763
0,7,1/15/2017,2017-01-15 19:51:39-06:00,2017-01-15 20:08:18-06:00,30.21,-97.884,30.261,-97.738
0,7,1/15/2017,2017-01-15 19:51:46-06:00,2017-01-15 19:57:06-06:00,30.279,-97.772,30.264,-97.744
0,7,1/15/2017,2017-01-15 19:52:11-06:00,2017-01-15 19:58:48-06:00,30.261,-97.738,30.243,-97.752
0,7,1/15/2017,2017-01-15 19:52:15-06:00,2017-01-15 20:02:55-06:00,30.291,-97.745,30.269,-97.744
0,7,1/15/2017,2017-01-15 19:52:16-06:00,2017-01-15 19:58:08-06:00,30.216,-97.769,30.249,-97.75
0,7,1/15/2017,2017-01-15 19:52:22-06:00,2017-01-15 19:57:53-06:00,30.26,-97.738,30.264,-97.732
0,7,1/15/2017,2017-01-15 19:52:24-06:00,2017-01-15 19:54:43-06:00,30.266,-97.744,30.261,-97.747
0,7,1/15/2017,2017-01-15 19:52:26-06:00,2017-01-15 19:58:37-06:00,30.266,-97.74,30.269,-97.747
0,7,1/15/2017,2017-01-15 19:52:29-06:00,2017-01-15 20:00:36-06:00,30.336,-97.72,30.292,-97.74
0,7,1/15/2017,2017-01-15 19:52:29-06:00,2017-01-15 20:04:38-06:00,30.259,-97.739,30.335,-97.754
0,7,1/15/2017,2017-01-15 19:52:39-06:00,2017-01-15 19:59:22-06:00,30.265,-97.742,30.268,-97.752
0,7,1/15/2017,2017-01-15 19:52:48-06:00,2017-01-15 20:03:55-06:00,30.257,-97.725,30.247,-97.757
0,7,1/15/2017,2017-01-15 19:52:49-06:00,2017-01-15 19:52:52-06:00,30.281,-97.77,30.268,-97.737
0,7,1/15/2017,2017-01-15 19:53:05-06:00,2017-01-15 20:04:37-06:00,30.258,-97.73,30.254,-97.762
0,7,1/15/2017,2017-01-15 19:53:14-06:00,2017-01-15 20:00:13-06:00,30.191,-97.766,30.2,-97.771
0,7,1/15/2017,2017-01-15 19:53:16-06:00,2017-01-15 20:03:45-06:00,30.247,-97.763,30.261,-97.738
0,7,1/15/2017,2017-01-15 19:53:19-06:00,2017-01-15 19:58:39-06:00,30.253,-97.737,30.265,-97.744
0,7,1/15/2017,2017-01-15 19:53:20-06:00,2017-01-15 20:00:08-06:00,30.245,-97.754,30.259,-97.759
0,7,1/15/2017,2017-01-15 19:53:24-06:00,2017-01-15 20:08:34-06:00,30.285,-97.761,30.402,-97.723
0,7,1/15/2017,2017-01-15 19:53:36-06:00,2017-01-15 19:59:03-06:00,30.256,-97.752,30.264,-97.742
0,7,1/15/2017,2017-01-15 19:53:37-06:00,2017-01-15 20:25:00-06:00,30.269,-97.749,30.319,-97.755
0,7,1/15/2017,2017-01-15 19:53:37-06:00,2017-01-15 20:02:34-06:00,30.276,-97.766,30.249,-97.757
0,7,1/15/2017,2017-01-15 19:53:45-06:00,2017-01-15 20:26:41-06:00,30.53,-97.783,30.268,-97.743
0,7,1/15/2017,2017-01-15 19:54:05-06:00,2017-01-15 20:04:30-06:00,30.269,-97.798,30.27,-97.742
0,7,1/15/2017,2017-01-15 19:54:06-06:00,2017-01-15 20:14:48-06:00,30.27,-97.754,30.203,-97.667
0,7,1/15/2017,2017-01-15 19:54:24-06:00,2017-01-15 20:00:13-06:00,30.27,-97.75,30.258,-97.753
0,7,1/15/2017,2017-01-15 19:54:37-06:00,2017-01-15 20:01:50-06:00,30.29,-97.748,30.313,-97.738
0,7,1/15/2017,2017-01-15 19:54:47-06:00,2017-01-15 20:08:35-06:00,30.434,-97.835,30.469,-97.785
0,7,1/15/2017,2017-01-15 19:54:49-06:00,2017-01-15 20:05:13-06:00,30.295,-97.715,30.262,-97.722
0,7,1/15/2017,2017-01-15 19:54:50-06:00,2017-01-15 20:13:23-06:00,30.202,-97.668,30.283,-97.741
0,7,1/15/2017,2017-01-15 19:54:51-06:00,2017-01-15 20:06:04-06:00,30.265,-97.732,30.246,-97.77
0,7,1/15/2017,2017-01-15 19:54:55-06:00,2017-01-15 20:06:34-06:00,30.284,-97.742,30.334,-97.722
0,7,1/15/2017,2017-01-15 19:55:00-06:00,2017-01-15 20:03:31-06:00,30.275,-97.765,30.265,-97.733
0,7,1/15/2017,2017-01-15 19:55:00-06:00,2017-01-15 20:04:30-06:00,30.285,-97.714,30.308,-97.715
0,7,1/15/2017,2017-01-15 19:55:14-06:00,2017-01-15 20:04:35-06:00,30.261,-97.738,30.27,-97.75
0,7,1/15/2017,2017-01-15 19:55:22-06:00,2017-01-15 20:04:13-06:00,30.227,-97.755,30.232,-97.822
0,7,1/15/2017,2017-01-15 19:55:22-06:00,2017-01-15 20:01:35-06:00,30.288,-97.743,30.28,-97.759
0,7,1/15/2017,2017-01-15 19:55:47-06:00,2017-01-15 20:03:16-06:00,30.261,-97.738,30.267,-97.746
0,7,1/15/2017,2017-01-15 19:55:50-06:00,2017-01-15 20:09:20-06:00,30.24,-97.731,30.27,-97.75
0,7,1/15/2017,2017-01-15 19:55:58-06:00,2017-01-15 20:01:58-06:00,30.247,-97.75,30.26,-97.738
0,7,1/15/2017,2017-01-15 19:56:00-06:00,2017-01-15 20:02:44-06:00,30.203,-97.823,30.202,-97.8
0,7,1/15/2017,2017-01-15 19:56:04-06:00,2017-01-15 20:02:05-06:00,30.259,-97.739,30.256,-97.746
0,7,1/15/2017,2017-01-15 19:56:05-06:00,2017-01-15 20:04:12-06:00,30.237,-97.755,30.239,-97.755
0,7,1/15/2017,2017-01-15 19:56:18-06:00,2017-01-15 20:06:03-06:00,30.236,-97.733,30.268,-97.736
0,7,1/15/2017,2017-01-15 19:56:19-06:00,2017-01-15 20:05:43-06:00,30.293,-97.719,30.26,-97.739
0,7,1/15/2017,2017-01-15 19:56:31-06:00,2017-01-15 20:01:36-06:00,30.265,-97.748,30.26,-97.739
0,7,1/15/2017,2017-01-15 19:56:39-06:00,2017-01-15 20:01:53-06:00,30.26,-97.739,30.252,-97.723
0,7,1/15/2017,2017-01-15 19:56:49-06:00,2017-01-15 20:09:17-06:00,30.267,-97.742,30.209,-97.754
0,7,1/15/2017,2017-01-15 19:57:07-06:00,2017-01-15 20:03:42-06:00,30.27,-97.75,30.261,-97.771
0,7,1/15/2017,2017-01-15 19:57:15-06:00,2017-01-15 20:02:00-06:00,30.335,-97.721,30.321,-97.709
0,7,1/15/2017,2017-01-15 19:57:16-06:00,2017-01-15 20:15:27-06:00,30.201,-97.771,30.144,-97.833
0,7,1/15/2017,2017-01-15 19:57:17-06:00,2017-01-15 19:57:21-06:00,30.203,-97.667,30.204,-97.664
0,7,1/15/2017,2017-01-15 19:57:18-06:00,2017-01-15 20:15:40-06:00,30.238,-97.717,30.283,-97.742
0,7,1/15/2017,2017-01-15 19:57:22-06:00,2017-01-15 20:12:11-06:00,30.4,-97.723,30.356,-97.74
0,7,1/15/2017,2017-01-15 19:57:23-06:00,2017-01-15 20:14:12-06:00,30.259,-97.729,30.229,-97.764
0,7,1/15/2017,2017-01-15 19:58:14-06:00,2017-01-15 20:08:59-06:00,30.282,-97.768,30.336,-97.76
0,7,1/15/2017,2017-01-15 19:58:23-06:00,2017-01-15 20:09:20-06:00,30.249,-97.761,30.28,-97.721
0,7,1/15/2017,2017-01-15 19:58:34-06:00,2017-01-15 20:10:46-06:00,30.262,-97.726,30.313,-97.738
0,7,1/15/2017,2017-01-15 19:58:39-06:00,2017-01-15 20:20:01-06:00,30.266,-97.746,30.402,-97.707
0,7,1/15/2017,2017-01-15 19:58:46-06:00,2017-01-15 20:04:05-06:00,30.27,-97.734,30.271,-97.754
0,7,1/15/2017,2017-01-15 19:58:49-06:00,2017-01-15 20:02:52-06:00,30.262,-97.742,30.269,-97.743
0,7,1/15/2017,2017-01-15 19:58:53-06:00,2017-01-15 20:13:27-06:00,30.486,-97.763,30.494,-97.671
0,7,1/15/2017,2017-01-15 19:59:10-06:00,2017-01-15 20:06:31-06:00,30.287,-97.748,30.256,-97.763
0,7,1/15/2017,2017-01-15 19:59:10-06:00,2017-01-15 20:08:01-06:00,30.293,-97.723,30.269,-97.753
0,7,1/15/2017,2017-01-15 19:59:12-06:00,2017-01-15 20:09:56-06:00,30.203,-97.666,30.174,-97.614
0,7,1/15/2017,2017-01-15 19:59:16-06:00,2017-01-15 20:08:50-06:00,30.267,-97.746,30.249,-97.767
0,7,1/15/2017,2017-01-15 19:59:34-06:00,2017-01-15 20:03:26-06:00,30.395,-97.74,30.397,-97.735
0,7,1/15/2017,2017-01-15 19:59:40-06:00,2017-01-15 20:08:58-06:00,30.259,-97.687,30.257,-97.723
0,7,1/15/2017,2017-01-15 20:00:08-06:00,2017-01-15 20:07:57-06:00,30.236,-97.763,30.27,-97.75
0,7,1/15/2017,2017-01-15 20:00:13-06:00,2017-01-15 20:10:21-06:00,30.27,-97.748,30.256,-97.803
0,7,1/15/2017,2017-01-15 20:00:25-06:00,2017-01-15 20:16:17-06:00,30.24,-97.739,30.351,-97.718
0,7,1/15/2017,2017-01-15 20:00:35-06:00,2017-01-15 20:21:17-06:00,30.197,-97.666,30.291,-97.743
0,7,1/15/2017,2017-01-15 20:00:39-06:00,2017-01-15 20:25:26-06:00,30.252,-97.87,30.254,-97.698
0,7,1/15/2017,2017-01-15 20:00:45-06:00,2017-01-15 20:10:16-06:00,30.257,-97.725,30.247,-97.757
0,7,1/15/2017,2017-01-15 20:01:00-06:00,2017-01-15 20:17:50-06:00,30.264,-97.763,30.399,-97.725
0,7,1/15/2017,2017-01-15 20:01:07-06:00,2017-01-15 20:41:16-06:00,30.285,-97.718,30.445,-97.762
0,7,1/15/2017,2017-01-15 20:01:21-06:00,2017-01-15 20:07:52-06:00,30.226,-97.744,30.267,-97.74
0,7,1/15/2017,2017-01-15 20:01:34-06:00,2017-01-15 20:05:37-06:00,30.245,-97.73,30.258,-97.739
0,7,1/15/2017,2017-01-15 20:01:47-06:00,2017-01-15 20:07:23-06:00,30.263,-97.74,30.27,-97.75
0,7,1/15/2017,2017-01-15 20:01:53-06:00,2017-01-15 20:10:17-06:00,30.239,-97.733,30.27,-97.736
0,7,1/15/2017,2017-01-15 20:01:58-06:00,2017-01-15 20:23:34-06:00,30.17,-97.87,30.254,-97.747
0,7,1/15/2017,2017-01-15 20:02:06-06:00,2017-01-15 20:11:21-06:00,30.27,-97.75,30.246,-97.781
0,7,1/15/2017,2017-01-15 20:02:12-06:00,2017-01-15 20:07:25-06:00,30.261,-97.738,30.268,-97.731
0,7,1/15/2017,2017-01-15 20:02:15-06:00,2017-01-15 20:17:35-06:00,30.203,-97.831,30.244,-97.859
0,7,1/15/2017,2017-01-15 20:02:38-06:00,2017-01-15 20:12:27-06:00,30.276,-97.766,30.261,-97.773
0,7,1/15/2017,2017-01-15 20:02:53-06:00,2017-01-15 20:15:39-06:00,30.298,-97.687,30.273,-97.761
0,7,1/15/2017,2017-01-15 20:02:56-06:00,2017-01-15 20:10:07-06:00,30.262,-97.761,30.267,-97.744
0,7,1/15/2017,2017-01-15 20:03:00-06:00,2017-01-15 20:15:09-06:00,30.235,-97.763,30.252,-97.723
0,7,1/15/2017,2017-01-15 20:03:01-06:00,2017-01-15 20:08:32-06:00,30.265,-97.743,30.264,-97.738
0,7,1/15/2017,2017-01-15 20:03:02-06:00,2017-01-15 20:21:30-06:00,30.407,-97.711,30.27,-97.736
0,7,1/15/2017,2017-01-15 20:03:11-06:00,2017-01-15 20:10:21-06:00,30.237,-97.75,30.266,-97.738
0,7,1/15/2017,2017-01-15 20:03:17-06:00,2017-01-15 20:07:39-06:00,30.245,-97.752,30.254,-97.747
0,7,1/15/2017,2017-01-15 20:03:21-06:00,2017-01-15 20:06:57-06:00,30.265,-97.748,30.248,-97.751
0,7,1/15/2017,2017-01-15 20:03:30-06:00,2017-01-15 20:16:34-06:00,30.334,-97.721,30.274,-97.764
0,7,1/15/2017,2017-01-15 20:03:34-06:00,2017-01-15 20:14:41-06:00,30.308,-97.754,30.245,-97.757
0,7,1/15/2017,2017-01-15 20:03:50-06:00,2017-01-15 20:11:29-06:00,30.265,-97.74,30.244,-97.728
0,7,1/15/2017,2017-01-15 20:03:54-06:00,2017-01-15 20:08:13-06:00,30.267,-97.74,30.27,-97.748
0,7,1/15/2017,2017-01-15 20:04:00-06:00,2017-01-15 20:12:15-06:00,30.265,-97.748,30.281,-97.745
0,7,1/15/2017,2017-01-15 20:04:15-06:00,2017-01-15 20:19:04-06:00,30.196,-97.773,30.27,-97.748
0,7,1/15/2017,2017-01-15 20:04:16-06:00,2017-01-15 20:19:38-06:00,30.404,-97.721,30.294,-97.7
0,7,1/15/2017,2017-01-15 20:04:18-06:00,2017-01-15 20:19:39-06:00,30.27,-97.75,30.213,-97.77
0,7,1/15/2017,2017-01-15 20:04:20-06:00,2017-01-15 20:14:55-06:00,30.29,-97.749,30.25,-97.755
0,7,1/15/2017,2017-01-15 20:04:26-06:00,2017-01-15 20:16:02-06:00,30.193,-97.749,30.264,-97.731
0,7,1/15/2017,2017-01-15 20:04:33-06:00,2017-01-15 20:09:49-06:00,30.484,-97.735,30.482,-97.771
0,7,1/15/2017,2017-01-15 20:04:34-06:00,2017-01-15 20:12:27-06:00,30.254,-97.724,30.285,-97.717
0,7,1/15/2017,2017-01-15 20:04:34-06:00,2017-01-15 20:18:29-06:00,30.169,-97.794,30.237,-97.686
0,7,1/15/2017,2017-01-15 20:04:41-06:00,2017-01-15 20:11:34-06:00,30.261,-97.738,30.269,-97.749
0,7,1/15/2017,2017-01-15 20:05:11-06:00,2017-01-15 20:24:40-06:00,30.329,-97.757,30.361,-97.833
0,7,1/15/2017,2017-01-15 20:05:30-06:00,2017-01-15 20:10:42-06:00,30.241,-97.785,30.257,-97.76
0,7,1/15/2017,2017-01-15 20:05:33-06:00,2017-01-15 20:07:43-06:00,30.266,-97.745,30.253,-97.743
0,7,1/15/2017,2017-01-15 20:05:35-06:00,2017-01-15 20:10:13-06:00,30.284,-97.737,30.292,-97.725
0,7,1/15/2017,2017-01-15 20:06:09-06:00,2017-01-15 20:13:55-06:00,30.302,-97.734,30.268,-97.74
0,7,1/15/2017,2017-01-15 20:06:09-06:00,2017-01-15 20:24:16-06:00,30.203,-97.663,30.282,-97.736
0,7,1/15/2017,2017-01-15 20:06:20-06:00,2017-01-15 20:11:37-06:00,30.263,-97.727,30.271,-97.734
0,7,1/15/2017,2017-01-15 20:06:25-06:00,2017-01-15 20:11:45-06:00,30.267,-97.745,30.261,-97.738
0,7,1/15/2017,2017-01-15 20:06:38-06:00,2017-01-15 20:12:50-06:00,30.262,-97.739,30.292,-97.723
0,7,1/15/2017,2017-01-15 20:06:41-06:00,2017-01-15 20:14:08-06:00,30.432,-97.736,30.404,-97.7
0,7,1/15/2017,2017-01-15 20:06:42-06:00,2017-01-15 20:15:29-06:00,30.322,-97.741,30.366,-97.744
0,7,1/15/2017,2017-01-15 20:06:45-06:00,2017-01-15 20:14:18-06:00,30.274,-97.761,30.255,-97.747
0,7,1/15/2017,2017-01-15 20:06:57-06:00,2017-01-15 20:12:06-06:00,30.237,-97.744,30.25,-97.749
0,7,1/15/2017,2017-01-15 20:07:13-06:00,2017-01-15 20:25:35-06:00,30.235,-97.789,30.355,-97.779
0,7,1/15/2017,2017-01-15 20:07:20-06:00,2017-01-15 20:21:28-06:00,30.261,-97.739,30.199,-97.841
0,7,1/15/2017,2017-01-15 20:07:34-06:00,2017-01-15 20:13:09-06:00,30.269,-97.742,30.266,-97.746
0,7,1/15/2017,2017-01-15 20:07:56-06:00,2017-01-15 20:35:02-06:00,30.202,-97.667,30.343,-97.783
0,7,1/15/2017,2017-01-15 20:08:12-06:00,2017-01-15 20:15:08-06:00,30.244,-97.724,30.258,-97.725
0,7,1/15/2017,2017-01-15 20:08:12-06:00,2017-01-15 20:18:27-06:00,30.298,-97.741,30.345,-97.717
0,7,1/15/2017,2017-01-15 20:08:14-06:00,2017-01-15 20:19:08-06:00,30.402,-97.727,30.412,-97.687
0,7,1/15/2017,2017-01-15 20:08:25-06:00,2017-01-15 20:14:27-06:00,30.266,-97.745,30.244,-97.743
0,7,1/15/2017,2017-01-15 20:08:27-06:00,2017-01-15 20:18:50-06:00,30.241,-97.774,30.236,-97.794
0,7,1/15/2017,2017-01-15 20:08:30-06:00,2017-01-15 20:23:53-06:00,30.35,-97.757,30.259,-97.759
0,7,1/15/2017,2017-01-15 20:08:32-06:00,2017-01-15 20:22:28-06:00,30.206,-97.667,30.21,-97.754
0,7,1/15/2017,2017-01-15 20:08:32-06:00,2017-01-15 20:19:45-06:00,30.33,-97.74,30.265,-97.732
0,7,1/15/2017,2017-01-15 20:08:32-06:00,2017-01-15 20:20:41-06:00,30.325,-97.683,30.269,-97.75
0,7,1/15/2017,2017-01-15 20:08:49-06:00,2017-01-15 20:13:44-06:00,30.27,-97.751,30.265,-97.763
0,7,1/15/2017,2017-01-15 20:08:49-06:00,2017-01-15 20:10:23-06:00,30.159,-97.792,30.239,-97.712
0,7,1/15/2017,2017-01-15 20:08:53-06:00,2017-01-15 20:16:51-06:00,30.265,-97.736,30.272,-97.755
0,7,1/15/2017,2017-01-15 20:09:01-06:00,2017-01-15 20:21:24-06:00,30.229,-97.767,30.261,-97.738
0,7,1/15/2017,2017-01-15 20:09:05-06:00,2017-01-15 20:12:52-06:00,30.268,-97.731,30.284,-97.722
0,7,1/15/2017,2017-01-15 20:09:31-06:00,2017-01-15 20:20:58-06:00,30.309,-97.752,30.249,-97.745
0,7,1/15/2017,2017-01-15 20:09:33-06:00,2017-01-15 20:16:30-06:00,30.231,-97.731,30.257,-97.739
0,7,1/15/2017,2017-01-15 20:10:09-06:00,2017-01-15 20:29:40-06:00,30.241,-97.753,30.161,-97.642
0,7,1/15/2017,2017-01-15 20:10:15-06:00,2017-01-15 20:18:11-06:00,30.282,-97.742,30.261,-97.738
0,7,1/15/2017,2017-01-15 20:10:32-06:00,2017-01-15 20:19:37-06:00,30.285,-97.743,30.307,-97.729
0,7,1/15/2017,2017-01-15 20:10:50-06:00,2017-01-15 20:25:16-06:00,30.257,-97.753,30.203,-97.666
0,7,1/15/2017,2017-01-15 20:10:53-06:00,2017-01-15 20:21:03-06:00,30.308,-97.693,30.304,-97.736
0,7,1/15/2017,2017-01-15 20:11:03-06:00,2017-01-15 20:22:29-06:00,30.229,-97.73,30.281,-97.75
0,7,1/15/2017,2017-01-15 20:11:05-06:00,2017-01-15 20:15:14-06:00,30.316,-97.725,30.311,-97.732
0,7,1/15/2017,2017-01-15 20:11:08-06:00,2017-01-15 20:41:37-06:00,30.202,-97.668,30.34,-97.78
0,7,1/15/2017,2017-01-15 20:11:17-06:00,2017-01-15 20:15:23-06:00,30.262,-97.742,30.269,-97.741
0,7,1/15/2017,2017-01-15 20:11:21-06:00,2017-01-15 20:19:37-06:00,30.255,-97.735,30.27,-97.749
0,7,1/15/2017,2017-01-15 20:11:29-06:00,2017-01-15 20:17:22-06:00,30.261,-97.738,30.267,-97.738
0,7,1/15/2017,2017-01-15 20:11:30-06:00,2017-01-15 20:15:57-06:00,30.311,-97.74,30.323,-97.731
0,7,1/15/2017,2017-01-15 20:11:32-06:00,2017-01-15 20:18:47-06:00,30.261,-97.738,30.27,-97.751
0,7,1/15/2017,2017-01-15 20:11:40-06:00,2017-01-15 20:17:08-06:00,30.259,-97.738,30.269,-97.75
0,7,1/15/2017,2017-01-15 20:11:40-06:00,2017-01-15 20:17:21-06:00,30.28,-97.72,30.306,-97.715
0,7,1/15/2017,2017-01-15 20:11:58-06:00,2017-01-15 20:23:19-06:00,30.325,-97.728,30.265,-97.731
0,7,1/15/2017,2017-01-15 20:12:27-06:00,2017-01-15 20:22:51-06:00,30.291,-97.742,30.245,-97.757
0,7,1/15/2017,2017-01-15 20:12:44-06:00,2017-01-15 20:26:48-06:00,30.23,-97.737,30.269,-97.745
0,7,1/15/2017,2017-01-15 20:12:52-06:00,2017-01-15 20:22:29-06:00,30.309,-97.728,30.29,-97.751
0,7,1/15/2017,2017-01-15 20:12:53-06:00,2017-01-15 20:22:36-06:00,30.324,-97.675,30.279,-97.672
0,7,1/15/2017,2017-01-15 20:12:59-06:00,2017-01-15 20:25:17-06:00,30.27,-97.749,30.22,-97.736
